GO_term1	GO_term2	similarity
GO:0046974	GO:0046974	0.796
GO:0046976	GO:0046976	0.796
GO:0042799	GO:0042799	0.796
GO:1990259	GO:1990259	0.588
GO:0031151	GO:0031151	0.796
GO:0046975	GO:0046975	0.623
GO:0008469	GO:0008469	0.586
GO:0099122	GO:0099122	0.884
GO:0032183	GO:0032183	0.639
GO:1990450	GO:1990450	0.825
GO:1990757	GO:1990757	0.825
GO:0004306	GO:0004306	0.709
GO:0008108	GO:0008108	0.709
GO:0061547	GO:0061547	0.639
GO:0003899	GO:0003899	0.608
GO:0070568	GO:0070568	0.825
GO:0050265	GO:0050265	0.661
GO:0070569	GO:0070569	0.825
GO:0016780	GO:0016780	0.639
GO:0003983	GO:0003983	0.63
GO:0003887	GO:0003887	0.669
GO:0003720	GO:0003720	0.608
GO:0003912	GO:0003912	0.751
GO:0003964	GO:0003964	0.669
GO:0017125	GO:0017125	0.825
GO:0003968	GO:0003968	0.608
GO:0098680	GO:0098680	0.751
GO:0061501	GO:0061501	0.825
GO:0034062	GO:0034062	0.669
GO:0004810	GO:0004810	0.576
GO:0061710	GO:0061710	0.825
GO:0047341	GO:0047341	0.709
GO:0004475	GO:0004475	0.63
GO:0003977	GO:0003977	0.709
GO:0004484	GO:0004484	0.63
GO:0008192	GO:0008192	0.709
GO:0008193	GO:0008193	0.63
GO:0008398	GO:0008398	0.577
GO:0004506	GO:0004506	0.609
GO:0047086	GO:0047086	0.609
GO:0004508	GO:0004508	0.637
GO:0101020	GO:0101020	0.637
GO:0101021	GO:0101021	0.637
GO:0008392	GO:0008392	0.609
GO:0033782	GO:0033782	0.609
GO:0008396	GO:0008396	0.637
GO:0018685	GO:0018685	0.609
GO:0052869	GO:0052869	0.609
GO:0050051	GO:0050051	0.609
GO:0008123	GO:0008123	0.553
GO:0033783	GO:0033783	0.609
GO:0008397	GO:0008397	0.637
GO:0000254	GO:0000254	0.609
GO:0004505	GO:0004505	0.609
GO:0004503	GO:0004503	0.609
GO:0008386	GO:0008386	0.553
GO:0004502	GO:0004502	0.609
GO:0004500	GO:0004500	0.609
GO:0004511	GO:0004511	0.609
GO:0004510	GO:0004510	0.609
GO:0004517	GO:0004517	0.609
GO:0018601	GO:0018601	0.609
GO:0102320	GO:0102320	0.609
GO:0050591	GO:0050591	0.609
GO:0047638	GO:0047638	0.609
GO:0004499	GO:0004499	0.609
GO:0034899	GO:0034899	0.609
GO:0004504	GO:0004504	0.609
GO:0008390	GO:0008390	0.637
GO:0070330	GO:0070330	0.855
GO:0016711	GO:0016711	0.609
GO:0008403	GO:0008403	0.637
GO:0004498	GO:0004498	0.609
GO:0001567	GO:0001567	0.637
GO:0033781	GO:0033781	0.609
GO:0047783	GO:0047783	0.609
GO:0004507	GO:0004507	0.553
GO:0062182	GO:0062182	0.609
GO:0102772	GO:0102772	0.609
GO:0050479	GO:0050479	0.609
GO:0062189	GO:0062189	0.573
GO:0052741	GO:0052741	0.573
GO:0018675	GO:0018675	0.573
GO:0018676	GO:0018676	0.573
GO:0062188	GO:0062188	0.573
GO:0062187	GO:0062187	0.573
GO:0052871	GO:0052871	0.573
GO:0016863	GO:0016863	0.825
GO:0004769	GO:0004769	0.66
GO:0004452	GO:0004452	0.66
GO:0004167	GO:0004167	0.66
GO:0051750	GO:0051750	0.66
GO:0000247	GO:0000247	0.66
GO:0047750	GO:0047750	0.66
GO:0016509	GO:0016509	0.833
GO:0004165	GO:0004165	0.825
GO:0004796	GO:0004796	0.639
GO:0004667	GO:0004667	0.639
GO:0050220	GO:0050220	0.639
GO:0008116	GO:0008116	0.639
GO:0003860	GO:0003860	0.565
GO:0047617	GO:0047617	0.839
GO:0052817	GO:0052817	0.842
GO:0047603	GO:0047603	0.565
GO:0003986	GO:0003986	0.565
GO:0033882	GO:0033882	0.565
GO:0047994	GO:0047994	0.565
GO:0052815	GO:0052815	0.682
GO:0004778	GO:0004778	0.565
GO:0050633	GO:0050633	0.604
GO:0018030	GO:0018030	0.604
GO:0047044	GO:0047044	0.636
GO:0106281	GO:0106281	0.636
GO:0008709	GO:0008709	0.636
GO:0004303	GO:0004303	0.865
GO:0106282	GO:0106282	0.636
GO:0030283	GO:0030283	0.636
GO:0106283	GO:0106283	0.636
GO:0003854	GO:0003854	0.636
GO:0047024	GO:0047024	0.636
GO:0047045	GO:0047045	0.636
GO:0047006	GO:0047006	0.636
GO:0047023	GO:0047023	0.636
GO:0047022	GO:0047022	0.636
GO:0072582	GO:0072582	0.725
GO:0044594	GO:0044594	0.636
GO:0047035	GO:0047035	0.636
GO:0047042	GO:0047042	0.636
GO:0070524	GO:0070524	0.636
GO:0070523	GO:0070523	0.636
GO:0017099	GO:0017099	0.709
GO:1990841	GO:1990841	0.788
GO:0060090	GO:0060090	0.743
GO:0030160	GO:0030160	0.573
GO:0005078	GO:0005078	0.657
GO:0030159	GO:0030159	0.657
GO:0140444	GO:0140444	0.657
GO:0008269	GO:0008269	0.657
GO:0106006	GO:0106006	0.576
GO:0140506	GO:0140506	0.657
GO:0140580	GO:0140580	0.657
GO:0001855	GO:0001855	0.717
GO:0001851	GO:0001851	0.717
GO:1990459	GO:1990459	0.639
GO:0036042	GO:0036042	0.918
GO:0052816	GO:0052816	0.565
GO:0003714	GO:0003714	0.669
GO:0005123	GO:0005123	0.673
GO:0005174	GO:0005174	0.673
GO:0004407	GO:0004407	0.646
GO:0042903	GO:0042903	0.646
GO:0032129	GO:0032129	0.597
GO:0031078	GO:0031078	0.597
GO:0034739	GO:0034739	0.597
GO:0008201	GO:0008201	0.584
GO:0016891	GO:0016891	0.892
GO:0004532	GO:0004532	0.626
GO:0004549	GO:0004549	0.626
GO:0016894	GO:0016894	0.581
GO:0000213	GO:0000213	0.686
GO:0043394	GO:0043394	0.772
GO:0045545	GO:0045545	0.639
GO:0043237	GO:0043237	0.846
GO:0050840	GO:0050840	0.687
GO:0035727	GO:0035727	0.567
GO:0098973	GO:0098973	0.63
GO:0098699	GO:0098699	0.63
GO:0099184	GO:0099184	0.63
GO:0008532	GO:0008532	0.718
GO:0047223	GO:0047223	0.628
GO:0008375	GO:0008375	0.861
GO:0008194	GO:0008194	0.654
GO:0035250	GO:0035250	0.557
GO:0015020	GO:0015020	0.624
GO:0050508	GO:0050508	0.718
GO:0042328	GO:0042328	0.718
GO:0016757	GO:0016757	0.559
GO:0016758	GO:0016758	0.654
GO:0017176	GO:0017176	0.718
GO:0047225	GO:0047225	0.628
GO:0003829	GO:0003829	0.628
GO:0008109	GO:0008109	0.718
GO:0030144	GO:0030144	0.628
GO:0008455	GO:0008455	0.628
GO:0050501	GO:0050501	0.624
GO:0001888	GO:0001888	0.718
GO:0008454	GO:0008454	0.628
GO:0008376	GO:0008376	0.624
GO:0003830	GO:0003830	0.628
GO:0033829	GO:0033829	0.718
GO:0047256	GO:0047256	0.718
GO:0016262	GO:0016262	0.676
GO:0035251	GO:0035251	0.557
GO:0003831	GO:0003831	0.682
GO:0008378	GO:0008378	0.616
GO:0004461	GO:0004461	0.682
GO:0003945	GO:0003945	0.682
GO:0008489	GO:0008489	0.682
GO:0050211	GO:0050211	0.651
GO:0046525	GO:0046525	0.61
GO:0003851	GO:0003851	0.682
GO:0004381	GO:0004381	0.682
GO:0047915	GO:0047915	0.682
GO:0047220	GO:0047220	0.61
GO:0004577	GO:0004577	0.718
GO:0004653	GO:0004653	0.583
GO:0004380	GO:0004380	0.662
GO:0033842	GO:0033842	0.662
GO:0050509	GO:0050509	0.624
GO:0008466	GO:0008466	0.577
GO:0004373	GO:0004373	0.577
GO:0015018	GO:0015018	0.624
GO:0004581	GO:0004581	0.577
GO:0004645	GO:0004645	0.59
GO:0003844	GO:0003844	0.59
GO:0047238	GO:0047238	0.624
GO:0050510	GO:0050510	0.624
GO:0000030	GO:0000030	0.59
GO:0102704	GO:0102704	0.59
GO:0008417	GO:0008417	0.59
GO:0004134	GO:0004134	0.559
GO:0046527	GO:0046527	0.59
GO:0047277	GO:0047277	0.624
GO:0008120	GO:0008120	0.577
GO:0003980	GO:0003980	0.577
GO:0035248	GO:0035248	0.624
GO:0047237	GO:0047237	0.624
GO:0003947	GO:0003947	0.624
GO:0140561	GO:0140561	0.577
GO:0008499	GO:0008499	0.561
GO:0008373	GO:0008373	0.639
GO:0097363	GO:0097363	0.584
GO:0140563	GO:0140563	0.62
GO:0035252	GO:0035252	0.683
GO:0140562	GO:0140562	0.62
GO:0030158	GO:0030158	0.591
GO:0048487	GO:0048487	0.66
GO:0008017	GO:0008017	0.66
GO:0043015	GO:0043015	0.66
GO:0043014	GO:0043014	0.66
GO:0004585	GO:0004585	0.66
GO:0004329	GO:0004329	0.639
GO:0004075	GO:0004075	0.639
GO:0004019	GO:0004019	0.639
GO:0004516	GO:0004516	0.639
GO:0072590	GO:0072590	0.639
GO:0072591	GO:0072591	0.639
GO:0004055	GO:0004055	0.639
GO:0003883	GO:0003883	0.639
GO:0003952	GO:0003952	0.66
GO:0004000	GO:0004000	0.748
GO:0008829	GO:0008829	0.748
GO:0004132	GO:0004132	0.748
GO:0008251	GO:0008251	0.651
GO:0043829	GO:0043829	0.581
GO:0008892	GO:0008892	0.748
GO:0052717	GO:0052717	0.581
GO:0003876	GO:0003876	0.651
GO:0003726	GO:0003726	0.651
GO:0032549	GO:0032549	0.887
GO:0001883	GO:0001883	0.887
GO:0004631	GO:0004631	0.577
GO:0036430	GO:0036430	0.869
GO:0036431	GO:0036431	0.869
GO:0033862	GO:0033862	0.645
GO:0019206	GO:0019206	0.624
GO:0004136	GO:0004136	0.574
GO:0004137	GO:0004137	0.574
GO:0004138	GO:0004138	0.574
GO:0004797	GO:0004797	0.574
GO:0019136	GO:0019136	0.682
GO:0019992	GO:0019992	0.605
GO:1902936	GO:1902936	0.608
GO:1901612	GO:1901612	0.598
GO:0046625	GO:0046625	0.605
GO:0019840	GO:0019840	0.605
GO:0032266	GO:0032266	0.608
GO:0070273	GO:0070273	0.608
GO:0010314	GO:0010314	0.608
GO:0070300	GO:0070300	0.663
GO:0005545	GO:0005545	0.689
GO:0031210	GO:0031210	0.612
GO:1901611	GO:1901611	0.663
GO:1901981	GO:1901981	0.689
GO:0017129	GO:0017129	0.605
GO:0034235	GO:0034235	0.586
GO:0008409	GO:0008409	0.618
GO:0016896	GO:0016896	0.836
GO:0000175	GO:0000175	0.69
GO:0008859	GO:0008859	0.69
GO:0004535	GO:0004535	0.624
GO:1990838	GO:1990838	0.624
GO:0008309	GO:0008309	0.727
GO:0008310	GO:0008310	0.584
GO:0008296	GO:0008296	0.69
GO:0008311	GO:0008311	0.584
GO:0004536	GO:0004536	0.595
GO:0004529	GO:0004529	0.712
GO:0004534	GO:0004534	0.618
GO:0035312	GO:0035312	0.618
GO:0004528	GO:0004528	0.563
GO:0008408	GO:0008408	0.673
GO:0000014	GO:0000014	0.644
GO:0048256	GO:0048256	0.644
GO:0004520	GO:0004520	0.708
GO:0008821	GO:0008821	0.557
GO:0016890	GO:0016890	0.644
GO:1990599	GO:1990599	0.596
GO:0004531	GO:0004531	0.557
GO:0017108	GO:0017108	0.582
GO:0052720	GO:0052720	0.605
GO:1990609	GO:1990609	0.605
GO:0035033	GO:0035033	0.605
GO:1990583	GO:1990583	0.608
GO:0048270	GO:0048270	0.605
GO:0061133	GO:0061133	0.566
GO:0016005	GO:0016005	0.608
GO:0030235	GO:0030235	0.605
GO:0016504	GO:0016504	0.717
GO:0072542	GO:0072542	0.566
GO:0019211	GO:0019211	0.717
GO:0016505	GO:0016505	0.633
GO:0001671	GO:0001671	0.663
GO:0010698	GO:0010698	0.812
GO:0016176	GO:0016176	0.812
GO:0010856	GO:0010856	0.812
GO:0016004	GO:0016004	0.689
GO:0030290	GO:0030290	0.812
GO:0008048	GO:0008048	0.555
GO:0036478	GO:0036478	0.812
GO:0036470	GO:0036470	0.812
GO:0060228	GO:0060228	0.812
GO:0019208	GO:0019208	0.605
GO:0016230	GO:0016230	0.608
GO:0035800	GO:0035800	0.633
GO:0042978	GO:0042978	0.717
GO:0060230	GO:0060230	0.689
GO:0043028	GO:0043028	0.605
GO:0055103	GO:0055103	0.605
GO:0030337	GO:0030337	0.812
GO:0060308	GO:0060308	0.605
GO:0035034	GO:0035034	0.605
GO:0019207	GO:0019207	0.605
GO:0060229	GO:0060229	0.812
GO:0008177	GO:0008177	0.59
GO:0030695	GO:0030695	0.825
GO:0110153	GO:0110153	0.615
GO:1990003	GO:1990003	0.652
GO:0042577	GO:0042577	0.673
GO:0052642	GO:0052642	0.673
GO:0050124	GO:0050124	0.673
GO:0008253	GO:0008253	0.565
GO:0008252	GO:0008252	0.673
GO:0002953	GO:0002953	0.673
GO:0050340	GO:0050340	0.673
GO:0043874	GO:0043874	0.673
GO:0008441	GO:0008441	0.565
GO:0097657	GO:0097657	0.673
GO:0008254	GO:0008254	0.565
GO:0103026	GO:0103026	0.673
GO:0047954	GO:0047954	0.673
GO:0052834	GO:0052834	0.565
GO:0052745	GO:0052745	0.673
GO:0034596	GO:0034596	0.565
GO:0034595	GO:0034595	0.565
GO:0052731	GO:0052731	0.673
GO:0052732	GO:0052732	0.673
GO:0016158	GO:0016158	0.673
GO:0008707	GO:0008707	0.673
GO:0003993	GO:0003993	0.673
GO:0034417	GO:0034417	0.565
GO:0016312	GO:0016312	0.565
GO:0052827	GO:0052827	0.565
GO:0046030	GO:0046030	0.565
GO:0004446	GO:0004446	0.565
GO:0000121	GO:0000121	0.673
GO:0043136	GO:0043136	0.673
GO:0008967	GO:0008967	0.673
GO:1990738	GO:1990738	0.673
GO:0004035	GO:0004035	0.673
GO:0004063	GO:0004063	0.673
GO:0042131	GO:0042131	0.565
GO:0052866	GO:0052866	0.673
GO:0033883	GO:0033883	0.673
GO:0008962	GO:0008962	0.673
GO:0046403	GO:0046403	0.565
GO:0034594	GO:0034594	0.565
GO:0106235	GO:0106235	0.565
GO:0008195	GO:0008195	0.673
GO:0042392	GO:0042392	0.565
GO:0070780	GO:0070780	0.673
GO:0004651	GO:0004651	0.565
GO:0033885	GO:0033885	0.673
GO:0050483	GO:0050483	0.643
GO:0050484	GO:0050484	0.643
GO:0008877	GO:0008877	0.643
GO:0004346	GO:0004346	0.59
GO:0008934	GO:0008934	0.643
GO:0052832	GO:0052832	0.643
GO:0052833	GO:0052833	0.643
GO:0052659	GO:0052659	0.643
GO:0052658	GO:0052658	0.643
GO:0004445	GO:0004445	0.643
GO:0034485	GO:0034485	0.577
GO:0052629	GO:0052629	0.59
GO:0004438	GO:0004438	0.643
GO:0043812	GO:0043812	0.577
GO:0052826	GO:0052826	0.643
GO:0030351	GO:0030351	0.643
GO:0051717	GO:0051717	0.643
GO:0030352	GO:0030352	0.643
GO:0004331	GO:0004331	0.643
GO:0016314	GO:0016314	0.643
GO:0051800	GO:0051800	0.59
GO:0042132	GO:0042132	0.643
GO:0017161	GO:0017161	0.643
GO:0052828	GO:0052828	0.643
GO:0106018	GO:0106018	0.643
GO:0000774	GO:0000774	0.59
GO:0004588	GO:0004588	0.689
GO:0047847	GO:0047847	0.689
GO:0009032	GO:0009032	0.689
GO:0004850	GO:0004850	0.689
GO:0003950	GO:0003950	0.689
GO:1990404	GO:1990404	0.636
GO:0106274	GO:0106274	0.608
GO:0047975	GO:0047975	0.689
GO:0004731	GO:0004731	0.689
GO:0033823	GO:0033823	0.577
GO:0003835	GO:0003835	0.689
GO:0001665	GO:0001665	0.689
GO:0047290	GO:0047290	0.689
GO:0003828	GO:0003828	0.689
GO:0017061	GO:0017061	0.608
GO:0004044	GO:0004044	0.689
GO:0140294	GO:0140294	0.689
GO:0003999	GO:0003999	0.608
GO:0061599	GO:0061599	0.605
GO:0052657	GO:0052657	0.608
GO:0004422	GO:0004422	0.608
GO:0047280	GO:0047280	0.689
GO:0008184	GO:0008184	0.608
GO:0019776	GO:0019776	0.605
GO:0004514	GO:0004514	0.689
GO:0004578	GO:0004578	0.554
GO:0042283	GO:0042283	0.608
GO:0004583	GO:0004583	0.608
GO:0004579	GO:0004579	0.608
GO:0000026	GO:0000026	0.608
GO:0000033	GO:0000033	0.608
GO:0004378	GO:0004378	0.554
GO:0017083	GO:0017083	0.554
GO:0046920	GO:0046920	0.608
GO:0000009	GO:0000009	0.608
GO:0052917	GO:0052917	0.554
GO:0052925	GO:0052925	0.554
GO:0004169	GO:0004169	0.577
GO:0008479	GO:0008479	0.577
GO:0017060	GO:0017060	0.608
GO:0031127	GO:0031127	0.608
GO:0008107	GO:0008107	0.554
GO:0046921	GO:0046921	0.608
GO:0042285	GO:0042285	0.689
GO:0046922	GO:0046922	0.577
GO:0008761	GO:0008761	0.66
GO:0004750	GO:0004750	0.66
GO:0004034	GO:0004034	0.66
GO:0047757	GO:0047757	0.66
GO:0047464	GO:0047464	0.66
GO:0016857	GO:0016857	0.825
GO:0050121	GO:0050121	0.66
GO:0003978	GO:0003978	0.66
GO:0003974	GO:0003974	0.66
GO:0004377	GO:0004377	0.563
GO:0008897	GO:0008897	0.66
GO:0047359	GO:0047359	0.66
GO:0106258	GO:0106258	0.66
GO:0106245	GO:0106245	0.66
GO:0047493	GO:0047493	0.66
GO:0002950	GO:0002950	0.66
GO:0033188	GO:0033188	0.66
GO:0004869	GO:0004869	0.564
GO:0030246	GO:0030246	0.598
GO:0030267	GO:0030267	0.709
GO:0004032	GO:0004032	0.63
GO:0052650	GO:0052650	0.63
GO:0047956	GO:0047956	0.709
GO:0008106	GO:0008106	0.709
GO:0004022	GO:0004022	0.709
GO:1990362	GO:1990362	0.63
GO:0106322	GO:0106322	0.709
GO:0106321	GO:0106321	0.709
GO:0004316	GO:0004316	0.63
GO:0004450	GO:0004450	0.709
GO:0004449	GO:0004449	0.709
GO:0070326	GO:0070326	0.66
GO:0070653	GO:0070653	0.66
GO:0004643	GO:0004643	0.56
GO:0004372	GO:0004372	0.56
GO:0098505	GO:0098505	0.593
GO:0004748	GO:0004748	0.833
GO:0005461	GO:0005461	0.767
GO:0005463	GO:0005463	0.767
GO:0015214	GO:0015214	0.635
GO:0015211	GO:0015211	0.635
GO:0015213	GO:0015213	0.563
GO:0015164	GO:0015164	0.604
GO:0015212	GO:0015212	0.563
GO:0005337	GO:0005337	0.734
GO:0015136	GO:0015136	0.604
GO:0005338	GO:0005338	0.767
GO:0004791	GO:0004791	0.709
GO:0004148	GO:0004148	0.643
GO:0004362	GO:0004362	0.616
GO:0047822	GO:0047822	0.643
GO:0102039	GO:0102039	0.643
GO:0047134	GO:0047134	0.709
GO:0004849	GO:0004849	0.645
GO:0004111	GO:0004111	0.59
GO:0004756	GO:0004756	0.59
GO:0043539	GO:0043539	0.805
GO:0016538	GO:0016538	0.643
GO:0004861	GO:0004861	0.643
GO:0008603	GO:0008603	0.66
GO:0008607	GO:0008607	0.66
GO:0019914	GO:0019914	0.66
GO:0004349	GO:0004349	0.652
GO:0001729	GO:0001729	0.709
GO:0001222	GO:0001222	0.825
GO:0001223	GO:0001223	0.825
GO:0016212	GO:0016212	0.709
GO:0035605	GO:0035605	0.584
GO:0052656	GO:0052656	0.709
GO:0052654	GO:0052654	0.709
GO:0052655	GO:0052655	0.709
GO:0004838	GO:0004838	0.709
GO:0004021	GO:0004021	0.709
GO:0034386	GO:0034386	0.709
GO:0004360	GO:0004360	0.709
GO:0047316	GO:0047316	0.709
GO:0008047	GO:0008047	0.663
GO:0004864	GO:0004864	0.776
GO:0019888	GO:0019888	0.568
GO:0010521	GO:0010521	0.568
GO:0001691	GO:0001691	0.855
GO:0004865	GO:0004865	0.703
GO:0055102	GO:0055102	0.568
GO:0036479	GO:0036479	0.568
GO:0060703	GO:0060703	0.568
GO:0140313	GO:0140313	0.743
GO:0005164	GO:0005164	0.608
GO:0050750	GO:0050750	0.689
GO:0008083	GO:0008083	0.576
GO:0035255	GO:0035255	0.689
GO:0031877	GO:0031877	0.608
GO:0005179	GO:0005179	0.576
GO:0071855	GO:0071855	0.689
GO:0031694	GO:0031694	0.608
GO:0048019	GO:0048019	0.63
GO:0045499	GO:0045499	0.576
GO:0005168	GO:0005168	0.554
GO:0005169	GO:0005169	0.554
GO:0005170	GO:0005170	0.554
GO:0031686	GO:0031686	0.608
GO:0031699	GO:0031699	0.608
GO:0042288	GO:0042288	0.689
GO:0031841	GO:0031841	0.608
GO:0031692	GO:0031692	0.608
GO:0031696	GO:0031696	0.608
GO:0031702	GO:0031702	0.608
GO:0031703	GO:0031703	0.608
GO:0042056	GO:0042056	0.576
GO:0031715	GO:0031715	0.608
GO:0031763	GO:0031763	0.608
GO:0031764	GO:0031764	0.554
GO:0031765	GO:0031765	0.554
GO:0031766	GO:0031766	0.554
GO:0042922	GO:0042922	0.608
GO:0031839	GO:0031839	0.554
GO:0031840	GO:0031840	0.554
GO:0031777	GO:0031777	0.554
GO:0001515	GO:0001515	0.576
GO:0035662	GO:0035662	0.689
GO:0031769	GO:0031769	0.689
GO:0005131	GO:0005131	0.611
GO:0031771	GO:0031771	0.554
GO:0031772	GO:0031772	0.554
GO:0042289	GO:0042289	0.689
GO:0031867	GO:0031867	0.608
GO:0031802	GO:0031802	0.559
GO:0031894	GO:0031894	0.608
GO:0031895	GO:0031895	0.608
GO:0031755	GO:0031755	0.608
GO:0051428	GO:0051428	0.689
GO:0005109	GO:0005109	0.689
GO:0023029	GO:0023029	0.689
GO:0038177	GO:0038177	0.576
GO:0031711	GO:0031711	0.689
GO:0031707	GO:0031707	0.554
GO:0031708	GO:0031708	0.554
GO:0031752	GO:0031752	0.608
GO:0031530	GO:0031530	0.608
GO:0031687	GO:0031687	0.608
GO:0031773	GO:0031773	0.608
GO:0005114	GO:0005114	0.608
GO:0031788	GO:0031788	0.689
GO:0031698	GO:0031698	0.608
GO:0050780	GO:0050780	0.689
GO:0031799	GO:0031799	0.559
GO:0031800	GO:0031800	0.559
GO:0031710	GO:0031710	0.554
GO:0031628	GO:0031628	0.689
GO:0005166	GO:0005166	0.608
GO:0031855	GO:0031855	0.689
GO:0031748	GO:0031748	0.608
GO:0016015	GO:0016015	0.576
GO:0031835	GO:0031835	0.554
GO:0031891	GO:0031891	0.554
GO:0031892	GO:0031892	0.554
GO:0031716	GO:0031716	0.689
GO:0005111	GO:0005111	0.608
GO:0031768	GO:0031768	0.689
GO:0031767	GO:0031767	0.689
GO:0034191	GO:0034191	0.689
GO:0031701	GO:0031701	0.689
GO:0070700	GO:0070700	0.608
GO:0070697	GO:0070697	0.608
GO:0005105	GO:0005105	0.608
GO:0031851	GO:0031851	0.608
GO:0070698	GO:0070698	0.554
GO:0031531	GO:0031531	0.566
GO:0034713	GO:0034713	0.608
GO:0034714	GO:0034714	0.608
GO:0035663	GO:0035663	0.689
GO:0070699	GO:0070699	0.554
GO:0038102	GO:0038102	0.576
GO:0035256	GO:0035256	0.611
GO:0031871	GO:0031871	0.689
GO:0031695	GO:0031695	0.608
GO:0031685	GO:0031685	0.689
GO:0070996	GO:0070996	0.554
GO:0004972	GO:0004972	0.733
GO:0004970	GO:0004970	0.753
GO:0022848	GO:0022848	0.6
GO:0015277	GO:0015277	0.717
GO:0022851	GO:0022851	0.574
GO:0005230	GO:0005230	0.642
GO:0022852	GO:0022852	0.611
GO:1904315	GO:1904315	0.68
GO:0022834	GO:0022834	0.635
GO:0005231	GO:0005231	0.706
GO:0035381	GO:0035381	0.623
GO:0099095	GO:0099095	0.684
GO:0005234	GO:0005234	0.641
GO:0016933	GO:0016933	0.641
GO:0005244	GO:0005244	0.701
GO:0099508	GO:0099508	0.6
GO:1905030	GO:1905030	0.6
GO:0008308	GO:0008308	0.623
GO:0001591	GO:0001591	0.608
GO:0001588	GO:0001588	0.608
GO:1902122	GO:1902122	0.591
GO:1902121	GO:1902121	0.591
GO:0008753	GO:0008753	0.709
GO:0050136	GO:0050136	0.652
GO:1903924	GO:1903924	0.846
GO:0015485	GO:0015485	0.633
GO:1902118	GO:1902118	0.61
GO:1902098	GO:1902098	0.61
GO:0003865	GO:0003865	0.633
GO:0070410	GO:0070410	0.639
GO:0070411	GO:0070411	0.639
GO:0008426	GO:0008426	0.573
GO:0004860	GO:0004860	0.683
GO:0030294	GO:0030294	0.573
GO:0019210	GO:0019210	0.568
GO:0030291	GO:0030291	0.62
GO:0035014	GO:0035014	0.639
GO:0030292	GO:0030292	0.62
GO:0140031	GO:0140031	0.639
GO:0036435	GO:0036435	0.825
GO:0140033	GO:0140033	0.639
GO:0070530	GO:0070530	0.825
GO:0140035	GO:0140035	0.639
GO:0071796	GO:0071796	0.825
GO:0005184	GO:0005184	0.791
GO:0017045	GO:0017045	0.791
GO:0030546	GO:0030546	0.63
GO:0030354	GO:0030354	0.791
GO:0070186	GO:0070186	0.791
GO:0005185	GO:0005185	0.725
GO:0005183	GO:0005183	0.791
GO:0008437	GO:0008437	0.791
GO:1902379	GO:1902379	0.791
GO:0016608	GO:0016608	0.791
GO:0046659	GO:0046659	0.791
GO:0008613	GO:0008613	0.791
GO:0140036	GO:0140036	0.765
GO:0004862	GO:0004862	0.648
GO:0004326	GO:0004326	0.66
GO:0042171	GO:0042171	0.704
GO:0047144	GO:0047144	0.685
GO:0003846	GO:0003846	0.573
GO:0004144	GO:0004144	0.573
GO:0071617	GO:0071617	0.603
GO:0051265	GO:0051265	0.573
GO:0051264	GO:0051264	0.573
GO:0034736	GO:0034736	0.565
GO:0016416	GO:0016416	0.604
GO:0004081	GO:0004081	0.574
GO:0005547	GO:0005547	0.605
GO:0035755	GO:0035755	0.765
GO:0001530	GO:0001530	0.687
GO:0005501	GO:0005501	0.657
GO:0097001	GO:0097001	0.594
GO:0005068	GO:0005068	0.736
GO:0044603	GO:0044603	0.605
GO:0098640	GO:0098640	0.774
GO:0017075	GO:0017075	0.825
GO:0030348	GO:0030348	0.825
GO:0051010	GO:0051010	0.608
GO:0032027	GO:0032027	0.689
GO:0032028	GO:0032028	0.608
GO:0032036	GO:0032036	0.689
GO:0031489	GO:0031489	0.689
GO:0045159	GO:0045159	0.689
GO:0070853	GO:0070853	0.689
GO:0051011	GO:0051011	0.608
GO:0032029	GO:0032029	0.608
GO:0099609	GO:0099609	0.608
GO:0099103	GO:0099103	0.605
GO:0019871	GO:0019871	0.616
GO:0045296	GO:0045296	0.812
GO:0031593	GO:0031593	0.639
GO:0043395	GO:0043395	0.704
GO:0017025	GO:0017025	0.689
GO:0001091	GO:0001091	0.566
GO:0001156	GO:0001156	0.608
GO:0001179	GO:0001179	0.689
GO:0098879	GO:0098879	0.825
GO:0071886	GO:0071886	0.687
GO:0005334	GO:0005334	0.894
GO:0015370	GO:0015370	0.658
GO:0005328	GO:0005328	0.564
GO:0005335	GO:0005335	0.894
GO:0005436	GO:0005436	0.57
GO:0005343	GO:0005343	0.595
GO:0005307	GO:0005307	0.57
GO:0015390	GO:0015390	0.634
GO:0015373	GO:0015373	0.767
GO:0008507	GO:0008507	0.668
GO:0015498	GO:0015498	0.562
GO:0008523	GO:0008523	0.564
GO:0015377	GO:0015377	0.73
GO:0008511	GO:0008511	0.714
GO:0015378	GO:0015378	0.858
GO:0015379	GO:0015379	0.643
GO:0005367	GO:0005367	0.615
GO:0008510	GO:0008510	0.575
GO:0015382	GO:0015382	0.646
GO:0015296	GO:0015296	0.685
GO:0005452	GO:0005452	0.609
GO:0008513	GO:0008513	0.609
GO:0008271	GO:0008271	0.556
GO:0015420	GO:0015420	0.555
GO:0034040	GO:0034040	0.554
GO:0015311	GO:0015311	0.626
GO:0005330	GO:0005330	0.894
GO:0001094	GO:0001094	0.591
GO:0001093	GO:0001093	0.62
GO:0001096	GO:0001096	0.591
GO:0001097	GO:0001097	0.591
GO:0004161	GO:0004161	0.66
GO:0004311	GO:0004311	0.66
GO:0097269	GO:0097269	0.66
GO:0052923	GO:0052923	0.66
